annotation_id,natural language,template format,1st worker,2nd worker,3rd worker,4th worker,5th worker,majority
A01_HW_LO_265_6_1,何故宿題が精神的な健康に良い薬と言えるのかが分からない,なぜ宿題は精神的な健康に良い薬という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_265_7_1,Govは宿題がないほうが効果的な学習ができると主張することがPMのサインポストを聞くとわかりますが、今回の講義の内容を身につけるのに宿題が必要であるという理由づけでは宿題がなかった場合どうなるのかについては言及されていない。,講義の内容を身につけるのに宿題が必要であるというのは肯定側が定義している宿題がないほうが効果的な学習ができることを考慮できていない,3,1,2,3,2,2
A01_HW_LO_265_8_1,なぜ、ほとんどの生徒にとって実践演習に取り組むことがスキルを習得する唯一の方法であるのかがわからない,スキルの習得を実現するのに，なぜ他の方法ではなく実践演習に取り組むという方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_265_9_1,授業の描写自体は主張や理由を支える具体例というよりはむしろ、授業の中では実践まで至らないという理由の補足になっており、宿題による練習や実践が必要となる事項について、具体例と呼べる具体例が提示されていない。,宿題による練習や実践が必要となる事項の具体例には何があるか,3,2,2,2,1,2
A01_HW_LO_266_10_1,宿題によって責任について学ぶこと、時間の管理について学ぶことについて具体例が提示されていない,宿題によって責任や時間管理について学ぶことの具体例には何があるか,3,3,3,3,3,3
A01_HW_LO_266_11_1,宿題によってどのような責任をどう学ぶのかが分かりにくい。,宿題によって学べる責任の具体例には何があるか,3,2,3,3,1,3
A01_HW_LO_266_12_1,答えを見つけるために物事を探求し学習に対する自然な好奇心を満たすための方法は宿題でなければならないのかという点について疑いが残る。,答えを見つけるために物事を探求し学習に対する自然な好奇心を満たすことを実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_266_13_1,周りの人々が宿題を楽しんでいる、という説明は必ずしも他の人にも当てはまるのか怪しい部分がある,宿題を楽しんでいる人がいるというのは限定的な状況である,2,2,2,2,3,2
A01_HW_LO_266_15_1,多くの生徒が宿題を楽しんでいると主張しているものの、おそらく一部の生徒のキャラクターを提示しているだけである。,なぜ多くの生徒は宿題を楽しんでいるという特性を持つと言えるのかが不明確,2,1,2,2,2,2
A01_HW_LO_266_16_1,生徒の責任の話は少し重要性が見えにくい,生徒の責任感に宿題が寄与するという主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,3,3
A01_HW_LO_266_1_1,PMの論理の説明不足について指摘することはできていますが、それが必ずしも宿題の必要性に繋がっていない,なぜPMの論理は説明不足であるという理由が宿題が必要であるという結論を支持するのかが不明確,1,3,3,3,2,3
A01_HW_LO_266_3_1,生徒が自分で勉強するのが難しくなるという主張で終わってしまっている,肯定側の勉強を強制するのではなく、宿題が義務でなくても、自然に好奇心を持って自分で学ぶべきだという主張に生徒が自分で勉強するのが難しくなるというのは直接的な反論になっていない,3,3,3,3,3,3
A01_HW_LO_266_4_1,宿題があることによって勉強が好きになる可能性があるという自分の反論の主張に対する理由や具体例がない。,なぜ宿題によって勉強が好きになるという良い結果が起こるのかが不明確,1,2,2,2,1,2
A01_HW_LO_266_5_1,生徒が勉強の仕方を学ぶために本当に宿題が必要なのかという点について説明がない。,生徒が勉強の仕方を学ぶことを実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_266_8_1,宿題の特徴について言及がなく、生徒が責任感や時間管理の方法を身に着けるための方法は本当に宿題でなければならないのかという点について説明がない。,生徒が責任感や時間管理の方法を身に着けることを実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_266_9_1,宿題は責任を育むために必要です、なぜなら宿題は責任について教えてくれるからです、というのはややトートロジーであり理由になっていない,なぜ宿題によって責任を学べるという良い結果が起こるのかが不明確,2,3,2,3,2,2
A01_HW_LO_268_10_1,理解力の高い生徒が宿題の有無からどのような影響を受けるかが分からない。,理解力の高い生徒が宿題の有無から受ける影響の具体例には何があるか,3,3,2,1,3,3
A01_HW_LO_268_1_1,集中するのが苦手で勉強が嫌いな生徒がいるという問題の解決に宿題が貢献する理由の説明がない。,なぜ宿題によって集中するのが苦手で勉強が嫌いな生徒がいるという問題が解決されるという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_268_2_1,宿題によって勉強の重要性を理解するという説明、もしくは勉強の重要性を理解しないままだったとしても宿題をやらされる方が将来にとって良いなどの説明がない,なぜ宿題によって生徒が勉強の重要性を理解するという良い結果が起こるのかが不明確,2,2,2,2,2,2
A01_HW_LO_268_5_1,怠惰に脳を働かせなくなることで実際に生徒達にどんな弊害が及ぶのかが不明瞭である。,なぜ生徒達にとって怠惰に脳を働かせなくなることが悪いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_268_6_1,宿題が必要だという積極的な主張をするに至っていない,なぜ肯定側の先生や親に勉強を強制されるのは良くないから宿題を廃止すべきという主張よりも否定側の理解力が高いので、それ以上のホームワークを必要とせず、教えられたことを覚え、学んだことを実践しようとする自分の才能を持っている人もいるという主張が優位だと言えるのかが不明確,2,3,3,1,1,1
A01_HW_LO_268_7_1,理解力の高い生徒が宿題を必要としないという内容は、PMの主張が全ての人に当てはまるわけではないことの説明にはなっていますが、勉強が好きでない人にとって自分のやりたいことをする時間がないことなどを部分的に認めていることになってしまっている。,理解力の高い生徒が宿題を必要としないというのは肯定側が定義している自分のやりたいことをする時間がなくなってしまうような、勉強が好きではない生徒もいることが問題だということを考慮できていない,2,3,2,1,3,2
A01_HW_LO_268_8_1,勉強が好きな人にとって宿題が無害であるという説明はしていますが、空いた時間をどのように活かすことができるのかという具体例はない,勉強が好きな人が空いた時間を活かす方法の具体例には何があるか,2,3,2,1,2,2
A01_HW_LO_268_9_1,否定派の反論をどのように支えるポイントなのかが不明瞭である,理解力の高い生徒がいるという主張/理由が論題とどのように関係するのかが不明確,1,1,1,1,1,1
A01_HW_LO_278_1_1,宿題が他の媒体と比べても良いという説明がない,なぜ他の媒体よりも宿題を優先すべきかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_278_3_1,宿題があっても良いという説明にはなっていますが、積極的に宿題が必要だという理由にはなっていない,なぜ宿題を廃止するのではなく、修正すべきという理由が積極的に宿題が必要という結論を支持するのかが不明確,1,3,3,3,3,3
A01_HW_LO_278_4_1,宿題を修正することができるという実現可能性については言及されていない,なぜ宿題の修正を実現可能なのかが不明確,3,3,3,3,3,3
A01_HW_LO_278_5_1,宿題を修正することで肯定側の言う害をどの程度削ることができるかが分かりにくい。,宿題の修正はどの程度肯定側の言う害を削ることができるかの具体性に欠ける,3,3,3,3,3,3
A01_HW_LO_278_6_1,1日に1科目あるいは1日おきに宿題を出し、かつ休日に宿題を出さない、という妥協案でPMの問題が解決し、かつメリットがあるという説明が欠けている。,なぜ1日に1科目あるいは1日おきに宿題を出し、かつ休日に宿題を出さない、という妥協案を採用することによってPMの問題が解決するという良い結果が起こるのかが不明確,2,3,3,3,3,3
A01_HW_LO_278_7_1,頻度についての具体例はありますが、具体的な宿題のコンテンツの具体例が提示されていない,なぜ宿題のコンテンツの修正によってPMの問題が解決できるという良い結果が起こるのかが不明確,1,1,1,3,3,1
A01_HW_LO_278_8_1,1日に1科目あるいは1日おきに宿題を出し、かつ休日に宿題を出さない、という妥協案の説明が宿題を廃止すべきでない理由というよりも単なる細かい描写になってしまっている。,なぜ1日に1科目あるいは1日おきに宿題を出し、かつ休日に宿題を出さない、という妥協案があるという理由が宿題を廃止すべきでないという結論を支持するのかが不明確,3,1,1,3,2,1
A01_HW_LO_279_1_1,義務ということ自体は悪いものではないという説明はしていますが、そもそもPMは義務だから悪いというだけでなく、義務だと生徒がイヤイヤすることになり、勉強嫌いになることを問題視しており、今回の反論は勉強嫌いになるというPMの問題を解決するに至っていません。,義務ということ自体は悪いものではないというのは肯定側が定義している義務だから悪いというだけでなく、義務だと生徒がイヤイヤすることになり、勉強嫌いになることを考慮できていない,3,3,3,3,2,3
A01_HW_LO_279_2_1,今回は生徒達が宿題をどのように認識するかが重要だが、なぜ生徒達が宿題を嫌々やらされるものではなく責任を持って果たすものとらえられるかが述べられていない。,なぜ生徒達が宿題を嫌々やらされるものではなく責任を持って果たすものとらえられるようになることを実現可能なのかが不明確,3,3,3,3,2,3
A01_HW_LO_279_3_1,宿題は嫌々やらされるものではなく責任を持って果たすものとらえられるという主張がどのように議論に寄与するものなのかがはっきりと説明されていない。,宿題は嫌々やらされるものではなく責任を持って果たすものとらえられるという主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,2,3
A01_HW_LO_279_5_1,宿題をしないケースなどにおいて、宿題によってどのように責任感について学びを得るのかという説明がない,なぜ宿題によって責任感について学びを得られるという良い結果が起こるのかが不明確,3,3,3,3,2,3
A01_HW_LO_280_10_1,宿題がないと学校での成績が悪い生徒がどれだけより悪くなるかが見えづらい。,宿題の廃止はどの程度学校での成績が悪い生徒の成績をさらに悪くするかの具体性に欠ける,3,3,3,3,3,3
A01_HW_LO_280_11_1,学校での成績が悪い生徒は、宿題があれば、時間をかけて追いつくことができるという主張で、宿題の固有性について分析はしているものの描写されていない,学校での成績が悪い生徒が、時間をかけて追いつくことができるを実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,1,3
A01_HW_LO_280_12_1,いやいやながらの宿題だったとしても児童のためになっているという説明がやや浅い,なぜいやいやながらの宿題によってそれが児童のためになるという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_280_1_1,"宿題によって""essentialskill""を獲得する具体的な様子やその重要性の説明が不足している","なぜ宿題によって""essential skill"" を獲得できるという良い結果が起こるのかが不明確",2,3,3,3,2,3
A01_HW_LO_280_2_1,"嫌なことでもルールにしたがうということが、どのように""essential""なのかという説明が欠けている","なぜ嫌なことでもルールにしたがうということは""essential""という特性を持つと言えるのかが不明確",3,3,3,3,3,3
A01_HW_LO_280_4_1,ルールに従い権威ある人に言われたことを実行するスキルがどの程度大事なのかが分かりにくい。,なぜ生徒にとってルールに従い権威ある人に言われたことを実行するスキルの獲得が良いことなのかが不明確,1,3,3,3,3,3
A01_HW_LO_280_6_1,宿題などのタスクを与えられたときに監督なしでそのタスクを実行できる能力がどのように大事なのかという重要性の説明が欠けている。,なぜ生徒にとって宿題などのタスクを与えられたときに監督なしでそのタスクを実行できることが良いことなのかが不明確,3,3,3,3,2,3
A01_HW_LO_280_7_1,肯定側の立場の世界には、与えられたタスクを監督なしで実行するスキルを身につける他の手段がないということの説明がない。,なぜ肯定側の立場の世界を受け入れることによって与えられたタスクを監督なしで実行するスキルを身につける手段が失われるという悪い結果が起こるのかが不明確,1,3,3,3,3,3
A01_HW_LO_280_8_1,"どのように自由の中に""structure""が必要なのかという説明が欠けている。","なぜ自由は""structure"" が内在するものとすべきと考えているのかが不明確",3,3,3,3,3,3
A01_HW_LO_280_9_1,PMは宿題があるせいで勉強嫌いになっていると主張していますが、この反論では、もともと勉強嫌いの児童の話をしている,肯定側の宿題があるせいで勉強嫌いになっているという主張にもともと勉強嫌いの児童が困るというのは直接的な反論になっていない,3,1,3,3,1,3
A01_HW_LO_281_2_1,宿題とはどういうもので、なぜ学校の授業や自分での学習ではなく宿題が必要なのかという点について、宿題の固有性の分析が明示的に提示されていない。,なぜ学校の授業や自分での学習よりも宿題を優先すべきかの説明が不足している,1,2,2,2,2,2
A01_HW_LO_281_3_1,"宿題によって""disciplined""という特性を獲得できる過程や、どのように""good for the soul""であるかの説明が不足している。","なぜ宿題によって生徒が""disciplined""になるという良い結果が起こるのかが不明確",2,2,2,2,2,2
A01_HW_LO_281_5_1,宿題によって生徒にどんなメリットがあるのかが不明瞭である。,なぜ生徒にとって宿題が良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_297_10_1,義務を果たすことのどの部分がどの程度rewardingなのかが不明瞭である。,なぜ義務を果たすことはrewardingという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_297_11_1,ペットの世話によるやりがいについては例として提示されていますが、宿題によるやりがいについては具体例が提示されていない,なぜ (やりがいを得られるという点において )ペットの世話と宿題の実行は同じ/似ていると言えるのかが不明確,1,1,1,1,3,1
A01_HW_LO_297_12_1,ペットの世話のやりがいの具体例は宿題の話との関連性が薄い。,ペットの世話によってやりがいを感じられるという主張/理由が論題とどのように関係するのかが不明確,2,2,2,2,3,2
A01_HW_LO_297_13_1,Govとしては、義務を果たすことで得られる報酬を子供に与えないのが不公平で何が悪いのか？と切り返しをすることが可能である。,肯定側からの義務を果たすことで得られる報酬を子供に与えないのが不公平で何が悪いのか？という反論が想定される,3,3,3,3,3,3
A01_HW_LO_297_1_1,宿題以外の義務化されていることを取り上げて説明しており、なぜ宿題が重要なのかという説明は不足している,なぜ (重要さという点において )宿題以外の義務化されていることと宿題は同じ/似ていると言えるのかが不明確,3,2,1,3,1,1
A01_HW_LO_297_2_1,義務を逃れることは悪いことだと子供たちが早く学ぶことができるとどれくらい状況が良くなるかが不明瞭である。,なぜ子供たちにとって義務を逃れることは悪いことだと早く学ぶことができることが良いことなのかが不明確,1,3,3,3,3,3
A01_HW_LO_297_3_1,給料に対して働く義務がある従業員や朝起きて学校へ行く義務がある子供の例を一般化した理由が述べられていない。,給料に対して働く義務がある従業員や朝起きて学校へ行く義務がある子供について具体例はあるが一般化した説明がない,3,3,3,3,3,3
A01_HW_LO_297_6_1,主張の部分では、「宿題という義務は必ずしも悪いものではなく良いものだ」と主張しているのに対し、その理由づけの部分では、「悪いものではない」とは言えているものの、「良いものだ」というところまで説明できていない,なぜ宿題は悪いものではないという理由が宿題は良いものだという結論を支持するのかが不明確,1,2,3,2,2,2
A01_HW_LO_297_7_1,宿題はたくさんある義務のうちの一つだと主張しているものの、他にどのような義務が存在するのか具体例が挙げられていない,宿題の他にもたくさんある義務の具体例には何があるか,1,2,3,2,3,2
A01_HW_LO_297_8_1,子供に働くのが嫌だったら仕事をしなくてもいいと教えることがどの程度良くないのかが不明瞭である。,なぜ子供にとって働くのが嫌だったら仕事をしなくてもいいと教えられることが悪いことなのかが不明確,3,3,3,2,3,3
A01_HW_LO_297_9_1,宿題をやることでのやりがいには言及されていない,なぜ宿題の実行によってやりがいを得られるという良い結果が起こるのかが不明確,3,1,3,3,3,3
A01_HW_LO_300_10_1,なぜ生徒が宿題をすることで自立や責任を学べるかが分からない,なぜ生徒が宿題をすることによって自立や責任を学べるという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_300_1_1,なぜ他の媒体や手法ではなく宿題が自律や責任の獲得にとって良いのかという説明がない,自律や責任の獲得を実現するのに，なぜ他の媒体や手法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_300_2_1,宿題をすることによって責任感などを得られるという説明はありますが、どのように獲得していくのかという過程の説明が欠けている。,なぜ宿題の実施によって責任感などを得られるという良い結果が起こるのかが不明確,2,2,2,2,3,2
A01_HW_LO_300_3_1,なぜ大人の責任に順応するために嫌いなことをしなければならないのかが不鮮明である,なぜ嫌いなことをすることによって大人の責任に順応するという良い結果が起こるのかが不明確,3,3,1,3,1,3
A01_HW_LO_300_4_1,監督がいないという宿題の固有性は挙げられていますが、強く描写されているわけではない,なぜ宿題によって大人の指導なしに仕事をすることを教えることができるという良い結果が起こるのかが不明確,1,3,1,1,1,1
A01_HW_LO_300_5_1,具体的にどのようにして宿題によって自立していくのかという説明がない。,なぜ宿題によって子供が自立するという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_300_7_1,生徒の自立と責任について学ぶ成長が実際に生徒のメリットになっているのかの描写が薄い。,なぜ生徒にとって自立と責任について学び成長することが良いことなのかが不明確,3,3,2,2,1,2
A01_HW_LO_300_8_1,宿題によって生徒がなぜ成長できるのかが不鮮明である。,なぜ宿題によって生徒が成長するという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_304_1_1,自分たちが推す宿題を廃止しない世界の比較優位性が曖昧,なぜ肯定側の宿題を廃止するという主張よりも否定側の宿題を廃止しないという主張が優位だと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_304_2_1,宿題があるときとないときで勉強に差がないのであれば、内職をすることがなくより授業に集中できるGovの世界のほうがいいという結論に至ってしまう,肯定側からの宿題があるときとないときで勉強に差がないのであれば、内職をすることがなくより授業に集中できる世界のほうがいいという反論が想定される,3,3,3,3,1,3
A01_HW_LO_304_4_1,なぜ勉強がバイトや部活等よりも優先されないのかが曖昧,なぜ勉強はバイトや部活等よりも優先されないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_304_5_1,宿題をしなければならないという義務感から解放されている彼らは、自分で勉強をしないのが当たり前という主張の具体例がない。,なぜ宿題をしなければならないという義務感から解放されることによって勉強をしないのが当たり前という悪い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_306_10_1,なぜ、教師が、学校にとって理想的な生徒にするために宿題を出しているのかが説明されていない,なぜ教師は学校にとって理想的な生徒にするために宿題を出しているという特性を持つと言えるのかが不明確,3,3,3,1,3,3
A01_HW_LO_306_1_1,勉強そのものだけでなく、宿題の重要性の説明が不足している,なぜ宿題は重要とすべきと考えているのかが不明確,3,2,3,2,2,2
A01_HW_LO_306_2_1,勉強の重要性や学校の理想になることについて具体例がない,勉強の重要性や学校の理想になることの具体例には何があるか,3,3,3,3,3,3
A01_HW_LO_306_3_1,なぜ宿題が重要かという説明が不足している,なぜ宿題は重要とすべきと考えているのかが不明確,1,3,3,3,3,3
A01_HW_LO_306_6_1,なぜ、自分の意思で入学した時に、生徒が教師の支持に従う義務が発生するのかが不明瞭,なぜ生徒は自分の意思で入学した時に、生徒が教師の支持に従う義務が発生するという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_306_7_1,教師の言うことに従うべきであるという原則と、宿題によって起こっていると主張されている実害との関連が不明,教師の言うことに従うべきであるという主張/理由が論題とどのように関係するのかが不明確,2,2,2,2,2,2
A01_HW_LO_306_8_1,そもそも学校の理想に当てはめることがなぜ重要なのかという理由がなく、その重要性がわからない,なぜ生徒は学校の理想にあてはめるとすべきと考えているのかが不明確,3,3,3,2,3,3
A01_HW_LO_306_9_1,教師が宿題を出す理由がこの反論において重要なのかが分からない,先生がたくさんの宿題を出すのは、それが学校に理想的な生徒にするために必要だと考えているという主張/理由が論題とどのように関係するのかが不明確,3,1,3,3,3,3
A01_HW_LO_314_1_1,宿題を使った間違った勉強方法は勉強のためになっていないということを主張しているのであって、宿題を使った間違った勉強方法がルールを破ることなるということに重きを置いているわけではありません。宿題を使った間違った勉強方法を直接否定するの理由として、学力にどのような影響が出るのかが説明されていない。,肯定側の宿題を使った間違った勉強方法は勉強のためになっていないという主張に宿題を使った間違った勉強方法がルールを破ることなるというのは直接的な反論になっていない,2,1,2,2,1,2
A01_HW_LO_314_3_1,宿題を雑に行う罪悪感とテスト中に悪いことをする罪悪感がイコールなのかという説明が欠けており、宿題廃止後の世界についてややロジックジャンプがある,なぜ (*という点において )宿題を雑に行う罪悪感とテスト中に悪いことをする罪悪感は同じ/似ていると言えるのかが不明確,1,2,2,2,3,2
A01_HW_LO_314_4_1,宿題にまつわる先生が示したルールを破るのに罪悪感を感じない生徒の行動の具体例がない,宿題にまつわる先生が示したルールを破るのに罪悪感を感じない生徒の行動の具体例には何があるか,3,1,3,3,3,3
A01_HW_LO_314_5_1,宿題を廃止しても宿題で間違った勉強法を覚えてしまった生徒がテスト中にルールを破るという具体例が短く、想像がしづらい,なぜ宿題を廃止することによって宿題で間違った勉強法を覚えてしまった生徒がテスト中にルールを破るという悪い結果が起こるのかが不明確,3,3,1,3,3,3
A01_HW_LO_314_6_1,もともとテスト中に悪さをする生徒ならまだしも、テスト中に悪さはしないが宿題を雑にしていた生徒にもこの例が当てはまるかどうかは怪しい,なぜテスト中に悪さをするによってもともとテスト中に悪さをする生徒という悪い結果が起こるのかが不明確,1,2,1,2,2,2
A01_HW_LO_315_1_1,勉強の仕方の良し悪しを生徒に理解させるために宿題を廃止すると逆効果であるとどう問題であるのかという点が分からない,なぜ生徒にとって勉強の仕方の良し悪しを生徒に理解させるために宿題を廃止すると逆効果であることが悪いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_315_2_1,宿題の固有性が分析されていない,なぜ宿題によって悪い行動を、先生や友達から叱られることで、悪いことだと気づくことができるという良い結果が起こるのかが不明確,1,1,3,1,1,1
A01_HW_LO_315_3_1,宿題からなにを学ぶのか、一般化した結論が不足している。,宿題からなにを学ぶのかについて具体例はあるが一般化した説明がない,3,3,3,3,3,3
A01_HW_LO_315_4_1,「それ」（宿題に関するそのようなわるい行動）とは、具体的にどんな悪いことをする想定なのかの説明が不足している。,宿題に関するわるい行動の具体例には何があるか,3,2,3,2,3,3
A01_HW_LO_315_5_1,宿題がなくなると、協力して課題を終わらせなければならないときにやってしまうかもしれないという主張では、宿題の重要性までは描写されていない,なぜ宿題がなくなると、協力して課題を終わらせなければならないときにやってしまうかもしれないという理由が宿題が重要という結論を支持するのかが不明確,3,3,3,3,3,3
A01_HW_LO_315_6_1,具体的に何を職場で起こしたときに、どう問題になるのかという説明が不足している,どういうことを職場で起こして、どうそれが問題になるのかの具体例には何があるか,3,3,3,3,3,3
A01_HW_LO_318_1_1,宿題を廃止することで学生は正しい方法で勉強できるという主張が完全な間違いであるとするのは、勉強というものが、ある種の学生にとっては理解しがたいものだから学生は勉強が好きではないという反論では説得できではない,肯定側の宿題を廃止することで学生は正しい方法で勉強できるという主張に勉強というものが、ある種の学生にとっては理解しがたいものだから学生は勉強が好きではないから宿題を廃止するべきではないというのは直接的な反論になっていない,3,1,3,3,3,3
A01_HW_LO_318_2_1,宿題を廃止した方が授業に集中できることについては、学校が宿題を廃止すると、まったく勉強しない生徒が出ててくるという反論で否定できていない。,肯定側の宿題を廃止した方が授業に集中できるという主張に宿題を廃止すると、まったく勉強しない生徒が出ててくるというのは直接的な反論になっていない,3,3,3,3,3,3
A01_HW_LO_318_3_1,なぜ勉強というものが、ある種の学生にとっては理解しがたいのかが述べられていない,なぜ勉強はある種の学生にとっては理解しがたいという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_318_4_1,部活動や趣味などしたいことがあるのに宿題があるのが邪魔だと言っているので、宿題がない代わりに趣味に該当しそうなことや部活動をするという例は説得力がない,肯定側の部活動や趣味などしたいことがあるのに宿題があるのが邪魔だという主張に宿題がない代わりに趣味に該当しそうなことや部活動をするというのは直接的な反論になっていない,3,1,3,3,3,3
A01_HW_LO_318_5_1,そもそも現状で宿題に学力向上のための効果がない、むしろ逆効果だという議論に対して、そこで宿題廃止後に勉強しないと言っても宿題がある状況とない状況の差を説明することができていない。,肯定側の宿題に学力向上のための効果がない、むしろ逆効果という主張に宿題廃止後に勉強しないというのは直接的な反論になっていない,3,2,3,2,2,2
A01_HW_LO_330_10_1,教師による授業中のパトロールを強化したり、不正が発覚した場合の罰則を強化するなどの対策によって、学生が授業中に宿題をしていることが解決するかどうかが不明瞭。,なぜ教師による授業中のパトロールを強化したり、不正が発覚した場合の罰則を強化するなどの対策によって学生が授業中に宿題をしていることの解決という良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_330_2_1,すでに授業中に宿題をすることは禁止されているが、それでも授業中に隠れてする人がいる、と禁止の実効性がないことをMGから主張しうる,肯定側からの授業中に宿題をすることは禁止されているが、それでも授業中に隠れてする人がいるという反論が想定される,3,3,3,3,3,3
A01_HW_LO_330_4_1,授業中の宿題を禁止するという代替案のおかげで議論がどのように動いたかが不鮮明。,なぜ肯定側の宿題を廃止すべきという主張よりも否定側の授業中の宿題を禁止すればいいという主張が優位だと言えるのかが不明確,1,1,3,3,1,1
A01_HW_LO_330_5_1,学生が授業中に宿題をしているという問題を解決するために宿題を廃止するべきという主張に対して、授業中の宿題を禁止するという対応策の優位性が分からない,なぜ肯定側の学生が授業中に宿題をしているという問題を解決するために宿題を廃止するべきという主張よりも否定側の授業中の宿題を禁止するという対応策もあるという主張が優位だと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_330_6_1,宿題をすることで授業に集中できていないというのがPMの主張に対し、本当に宿題の有る無しで授業への集中に変化があるのかというところの説明が不足している。,なぜ宿題廃止によって授業への集中に変化があるという良い結果が起こるのかが不明確,2,1,2,2,3,2
A01_HW_LO_330_7_1,学生が授業中に宿題をしているという問題解決のために宿題を廃止することは正しくないというのがどんな状態なのかが曖昧。,なぜ学生にとって授業中に宿題をしているという問題解決のために宿題を廃止することが悪いことなのかが不明確,2,3,3,2,3,3
A01_HW_LO_330_8_1,教師による授業中のパトロールを強化したり、不正が発覚した場合の罰則を強化するなどの対策でどれくらいの生徒が集中するのかという生徒目線の理由が欠けている,教師による授業中のパトロールを強化したり、不正が発覚した場合の罰則を強化するなどの対策はどの程度集中する生徒が増えるかの具体性に欠ける,3,2,3,2,2,2
A01_HW_LO_332_10_1,宿題をより効率的、効果的にするためには、宿題のやり方を変えなければならないという主張の理由がない。,なぜ生徒は宿題をより効率的、効果的にするために、宿題のやり方を変えるとすべきと考えているのかが不明確,3,3,3,3,3,3
A01_HW_LO_332_1_1,誰にとっても宿題が必要だという説明が不足している,なぜ誰にとってもにとって宿題が良いことなのかが不明確,1,3,3,1,3,3
A01_HW_LO_332_2_1,学生の宿題のやり方が良くないとしても、宿題のシステムを否定するものではないという主張と、学生が宿題に一生懸命取り組むかどうかは、学生の意志によるし、宿題によって有利になり、十分な能力を身につける人もいるという理由のつながりが不明。,なぜ学生が宿題に一生懸命取り組むかどうかは、学生の意志によるし、宿題によって有利になり、十分な能力を身につける人もいるという理由が学生の宿題のやり方が良くないとしても、宿題のシステムを否定するものではないという結論を支持するのかが不明確,3,3,3,3,3,3
A01_HW_LO_332_3_1,勉強に対して意識が低い人にとっては宿題がためになっていなくてもいいのかという疑問が残る,なぜ宿題は勉強に対して意識が低い人にとってはためになっていなくてもいいという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_332_4_1,学生が一生懸命取り組むかどうかは、学生の意志によるし、宿題によって有利になり、十分な能力を身につける人もいるという議論に対する具体例がない。,なぜ宿題によって十分な能力を身につける人もいるという良い結果が起こるのかが不明確,2,2,2,2,2,2
A01_HW_LO_332_5_1,学生は非効率的で間違った方法で宿題を行っているので、宿題は廃止すべきという主張に対して、宿題自体は有害ではないだけだと、否定側の優位性が担保されない,なぜ肯定側の学生は非効率的で間違った方法で宿題を行っているので、宿題は廃止すべきという主張よりも否定側の宿題自体は有害ではないという主張が優位だと言えるのかが不明確,1,3,3,3,3,3
A01_HW_LO_332_6_1,宿題のやり方を変えて、宿題をより効率的、効果的にしてまで宿題が必要な理由が示されていない。,なぜ生徒は宿題のやり方を変えて、宿題をより効率的、効果的にしてまで宿題とすべきと考えているのかが不明確,3,1,3,3,3,3
A01_HW_LO_332_7_1,宿題のやり方を変えて、宿題をより効率的、効果的に変えれば、学生は非効率的で間違った方法で宿題を行っているという問題が解決可能である根拠が示されていない。,なぜ宿題のやり方を変えて、宿題をより効率的、効果的に変えることによって非効率的で間違った方法で宿題を行っているという問題が解決されるという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_332_9_1,宿題をより効率的、効果的にするためには、宿題のやり方を変えなければならないという主張のディベート内での役割が曖昧。,宿題をより効率的、効果的にするためには、宿題のやり方を変えなければならないというという主張/理由が論題とどのように関係するのかが不明確,3,3,2,3,3,3
A01_HW_LO_336_10_1,なぜ、宿題によって進行をコントロールしながらスキルがえられるのかがわからない,なぜ宿題によって進行をコントロールしながらスキルが得られるという良い結果が起こるのかが不明確,3,3,3,3,3,3
